Stock Exchange	Stock Ticker	Date Published
NASDAQ	APP	05/07/2025
NASDAQ	FTAI	01/15/2025
NYSE	ELF	11/20/2024
NASDAQ	KDNY	05/16/2023
NASDAQ	DLO	11/16/2022
NASDAQ	RUN	07/28/2022
NYSE	HASI	07/12/2022
NYSE	BEKE	12/16/2021
OTCMKTS	DNMR	09/15/2021
NYSE	XL	03/03/2021
NASDAQ	YY	11/18/2020
NASDAQ	NNOX	09/22/2020
BATS	GSX	05/18/2020
NASDAQ	EHTH	04/08/2020
NASDAQ	INGN	02/08/2019
NYSE	MFC	10/04/2018
NYSE	TAL	06/13/2018
OTCMKTS	CIFS	12/20/2017
